scenario,rep_num,customer_id,num_produce,num_butcher,num_pantry,num_items,arrival_ts,got_cart_ts,start_produce_ts,finish_produce_ts,got_butcher_ts,release_butcher_ts,start_pantry_ts,finish_pantry_ts,got_cashier_ts,cashier_speed,exit_system_ts,wait_for_cart,produce_time,wait_for_butcher,butcher_time,pantry_time,wait_for_cashier,checkout_time,time_in_system,time_in_system_peritem
base,9,8,7.0,0.0,11.0,18.0,3.053551274687648,3.053551274687648,3.746262171344858,11.770543490467267,,,11.770543490467267,27.02512873680294,27.02512873680294,0.03710458334505616,27.693011237013952,0.0,8.024281319122409,,,15.254585246335674,15.254585246335674,0.6678825002110109,24.639459962326303,1.3688588867959057
base,9,1,9.0,0.0,12.0,21.0,1.5403190069923196,1.5403190069923196,3.0118998336372487,14.888618300965632,14.888618300965632,14.888618300965632,14.888618300965632,26.99389850548519,26.99389850548519,0.15627546568034714,28.71292862796901,0.0,11.876718467328384,0.0,0.0,12.105280204519559,12.105280204519559,1.7190301224838187,27.17260962097669,1.2939337914750806
base,9,20,6.0,2.0,12.0,14.0,6.505611568308464,6.505611568308464,6.867589650798802,16.78103552113319,,,16.78103552113319,29.708185581980864,29.708185581980864,0.03886471928117625,30.291156371198507,0.0,9.913445870334389,,,12.927150060847673,12.927150060847673,0.5829707892176437,23.785544802890044,1.6989674859207173
base,9,3,7.0,0.0,11.0,23.0,1.816560108900629,1.816560108900629,2.449973189449299,12.17764468322018,,,12.17764468322018,31.424245762756893,31.424245762756893,0.0665110854853197,32.48842313052201,0.0,9.727671493770881,,,19.246601079536713,19.246601079536713,1.0641773677651152,30.67186302162138,1.3335592618096253
base,9,4,8.0,0.0,7.0,18.0,1.895607290143272,1.895607290143272,2.0174044558932196,11.265905316191544,11.265905316191544,11.265905316191544,11.265905316191544,30.369704592666565,30.369704592666565,0.17119364708122525,32.76641565180372,0.0,9.248500860298325,0.0,0.0,19.103799276475023,19.103799276475023,2.3967110591371537,30.870808361660448,1.715044908981136
base,9,7,8.0,2.0,10.0,16.0,3.0126371932368006,3.0126371932368006,3.898670161504003,8.695877545532042,,,8.695877545532042,32.533269549114195,32.533269549114195,0.06329650101176121,33.79919956934942,0.0,4.797207384028039,,,23.837392003582153,23.837392003582153,1.2659300202352242,30.78656237611262,1.9241601485070388
base,9,21,9.0,2.0,9.0,20.0,7.159503544506267,7.159503544506267,8.684623432183578,21.597846734836367,,,21.597846734836367,33.10686592861426,33.10686592861426,0.11627285245517426,34.7346858629867,0.0,12.913223302652789,,,11.509019193777895,11.509019193777895,1.6278199343724395,27.575182318480437,1.3787591159240218
base,9,6,7.0,0.0,11.0,17.0,2.1029085317573295,2.1029085317573295,3.520040502545888,19.416569191438256,,,19.416569191438256,30.181135359404667,30.181135359404667,0.3651594022403003,36.38884519748977,0.0,15.896528688892369,,,10.76456616796641,10.76456616796641,6.207709838085105,34.28593666573244,2.016819803866614
base,9,15,6.0,0.0,10.0,18.0,4.777154841927292,4.777154841927292,4.890408543946413,16.31671753236052,16.31671753236052,16.31671753236052,16.31671753236052,34.6701129012238,34.6701129012238,0.16309785472081964,37.1165807220361,0.0,11.426308988414107,0.0,0.0,18.353395368863282,18.353395368863282,2.4464678208122947,32.339425880108806,1.796634771117156
base,9,9,7.0,0.0,12.0,23.0,3.6573347742806837,3.6573347742806837,5.513604304598363,14.354113607769703,14.354113607769703,14.354113607769703,14.354113607769703,30.65327584166581,30.65327584166581,0.45766948231102966,37.518318076331255,0.0,8.84050930317134,0.0,0.0,16.299162233896105,16.299162233896105,6.865042234665445,33.86098330205057,1.4722166653065465
base,9,16,10.0,2.0,9.0,13.0,5.671506986674095,5.671506986674095,7.122387137431681,18.523243046850183,,,18.523243046850183,32.1675933057129,32.1675933057129,0.3610920643316727,37.58397427068799,0.0,11.400855909418503,,,13.644350258862715,13.644350258862715,5.41638096497509,31.912467284013893,2.454805175693376
base,9,26,6.0,0.0,11.0,20.0,9.060461719871837,9.060461719871837,10.11554084919553,14.115755253398714,,,14.115755253398714,37.807148356411055,37.807148356411055,0.2301520596686112,40.799125132103,0.0,4.000214404203184,,,23.69139310301234,23.69139310301234,2.9919767756919455,31.738663412231162,1.5869331706115581
base,9,14,6.0,0.0,8.0,16.0,4.663776733364218,4.663776733364218,6.378714205329207,23.64470217878899,,,23.64470217878899,36.92893985025429,36.92893985025429,0.22889607882102786,40.82017319021176,0.0,17.265987973459783,,,13.284237671465299,13.284237671465299,3.8912333399574734,36.156396456847546,2.2597747785529716
base,9,49,4.0,0.0,11.0,19.0,16.83655834127376,16.83655834127376,17.079434500092784,23.401780565939852,,,23.401780565939852,38.9504705386577,38.9504705386577,0.14948101399998728,41.64112879065747,0.0,6.322346065847068,,,15.548689972717845,15.548689972717845,2.6906582519997713,24.804570449383707,1.3055037078623004
base,9,22,7.0,0.0,12.0,16.0,8.50245718583065,8.50245718583065,9.58679823092239,27.469318609302327,,,27.469318609302327,42.24005880105234,42.24005880105234,0.1201442024220994,43.801933432539634,0.0,17.882520378379937,,,14.770740191750015,14.770740191750015,1.5618746314872922,35.299476246708984,2.2062172654193115
base,9,12,8.0,0.0,11.0,16.0,4.27009404368876,4.27009404368876,5.099296784110329,22.592920236461133,,,22.592920236461133,40.33045710887312,40.33045710887312,0.20135903629015747,44.15627879838611,0.0,17.493623452350803,,,17.737536872411987,17.737536872411987,3.825821689512992,39.886184754697354,2.4928865471685846
base,9,30,5.0,2.0,12.0,15.0,11.931051858395552,11.931051858395552,12.57429427124419,25.46748667309702,25.46748667309702,25.46748667309702,25.46748667309702,40.88533633299363,40.88533633299363,0.16492194473200478,44.34869717236573,0.0,12.893192401852831,0.0,0.0,15.41784965989661,15.41784965989661,3.4633608393721005,32.41764531397018,2.1611763542646787
base,9,2,9.0,0.0,14.0,17.0,1.6500270765567413,1.6500270765567413,3.594689345790713,16.053445933370465,,,16.053445933370465,42.870579426697574,42.870579426697574,0.12402889578080233,44.60698396762881,0.0,12.458756587579753,,,26.81713349332711,26.81713349332711,1.7364045409312325,42.95695689107207,2.5268798171218863
base,9,52,5.0,0.0,10.0,13.0,19.08820935549904,19.08820935549904,19.804222777795324,25.031234274540203,,,25.031234274540203,43.81855677868168,43.81855677868168,0.10891414160214766,45.4522689027139,0.0,5.227011496744879,,,18.78732250414148,18.78732250414148,1.6337121240322148,26.364059547214858,2.028004580554989
base,9,48,6.0,1.0,12.0,17.0,16.052352293859293,16.052352293859293,16.61853218618242,22.232569724211324,,,22.232569724211324,44.339762551784446,44.339762551784446,0.07019666812942575,46.09467925502009,0.0,5.614037538028903,,,22.107192827573122,22.107192827573122,1.7549167032356436,30.042326961160796,1.767195703597694
base,9,25,9.0,0.0,11.0,17.0,8.818126028013577,8.818126028013577,9.374905528581557,29.730582976006293,,,29.730582976006293,44.656335448466265,44.656335448466265,0.08764148925352423,46.14624076577618,0.0,20.355677447424736,,,14.925752472459973,14.925752472459973,1.489905317309912,37.328114737762604,2.195771455162506
